epoch,acc,loss,val_acc,val_loss
0,0.8614343453478214,0.28687869055987575,0.9548244981982347,0.13699195916722756
1,0.9777702444700217,0.052011184179518756,0.9416504449208365,0.45027307166312114
2,0.988298751282761,0.028577668452148076,0.9552771585658143,0.3206587385969368
3,0.9912710688714592,0.021287677549962157,0.9597558017908876,0.3160638603155981
4,0.9928378349050225,0.01758385589501821,0.9605737896704563,0.322460906412946
5,0.9937780088291113,0.015332483375029014,0.9549434427242454,0.41046984650674095
6,0.9944492935258386,0.013739891016395047,0.9599071733140914,0.3548807205428686
7,0.9949478899893742,0.012579612694788526,0.9617256294828936,0.3324403753991489
8,0.9953609169578,0.011569408488969406,0.9628571786452603,0.325957334531333
9,0.9956554139915964,0.010858616141336541,0.9616131134326249,0.3475637082280095
10,0.9959025140383068,0.010243027761331368,0.9633383384209596,0.326193331318373
11,0.9961123928756179,0.00972048434310874,0.9645846326561925,0.3188405675708624
12,0.9963002652427556,0.009235753678407522,0.9635013570978763,0.33641080108046717
13,0.9964575248979243,0.008827037541716262,0.9626022199298618,0.3489877087877206
14,0.9966029233482309,0.00844497950235392,0.9638644285654336,0.3459857883484691
15,0.9967246063035359,0.008124905899897021,0.961591409232722,0.37212456488391654
16,0.9968303917936003,0.007851078231932823,0.9640792816499113,0.34966448662116995
17,0.9969293444890855,0.00759809321863442,0.9644829345768742,0.34110008413397214
18,0.9970304853957046,0.007338576684588746,0.9659892158448842,0.3278073685998987
19,0.9971204276500049,0.007101033469386261,0.9646880022934247,0.35137976699060175
20,0.9971916013559237,0.0069070410619416645,0.9659881693593273,0.3399302341695937
21,0.9972583989448309,0.006725805959131538,0.9693229639617778,0.2885622791207678
22,0.9973212280270253,0.006556772719322142,0.9663525863045229,0.3291613267142798
23,0.997389761808587,0.006378286029787643,0.9663154841584211,0.3339607452024359
24,0.997446841995585,0.006231148414205128,0.9706945629540331,0.2781109477643631
25,0.997502682244053,0.006084160294559619,0.968391657963916,0.3102228279250206
26,0.9975573739716694,0.005934632838890537,0.9684248052867582,0.31013416098582136
27,0.9975969394844376,0.005825712462396518,0.9711213061576484,0.2763373956691446
28,0.9976458689121169,0.005698672705335139,0.9720088914252422,0.2674533908403257
29,0.9976801714050931,0.005614714004680849,0.9733447879917821,0.2507067467296503
30,0.9977258322526129,0.0054895475662728776,0.9728205053372575,0.25655010978659554
31,0.9977645245327819,0.005386094511383939,0.9734008489672258,0.2500981680436698
32,0.9978025576315009,0.005288161188169096,0.9731443546259491,0.26233782159196484
33,0.9978323516190596,0.005213942711285714,0.9753141129131015,0.2350989742238971
34,0.9978600388989632,0.005134947401596069,0.974213482329692,0.24963683345500465
35,0.9978890275004924,0.005058347184913603,0.9789464182403512,0.18936575720913293
36,0.9979198713712453,0.004985476830118591,0.9741795330848175,0.24446352021953252
37,0.9979519314634272,0.004899262592376466,0.9752886849558187,0.23571038139315018
38,0.9979684575446542,0.00485514518899204,0.9747359166429876,0.24337440768957297
39,0.9979987067359775,0.004775061264826577,0.9752409007044418,0.23424994289556503
40,0.9980252762064852,0.004705718970533848,0.975759869281711,0.2362127395521371
41,0.998050384746047,0.004648232706777869,0.9773048293189731,0.21524537199922777
42,0.9980743075632831,0.004583138399646499,0.9788668456015993,0.19576209563238534
43,0.9980916625883764,0.004539239384043996,0.9777599904405012,0.2105616651652943
44,0.9981110802182003,0.004490543602511827,0.9758622197870209,0.23319103138612973
45,0.9981364944787579,0.004425245716374021,0.978637871976367,0.20275317066112888
46,0.9981482094657684,0.004397083437383387,0.9801643081747644,0.18096422417488747
47,0.9981655035324708,0.004347988087775161,0.9789491635180082,0.19529157928397464
48,0.9981819854709572,0.004308299072892672,0.9798767864637772,0.18561473214408652
49,0.9981981411566317,0.004265251100470609,0.9796803079079318,0.18786678526096795
50,0.9982182145039081,0.004220422326836613,0.9810078055018228,0.1724673454635023
51,0.9982304425606933,0.004182275257025025,0.9814275088275204,0.16872155693227162
52,0.9982476583755618,0.004139184078109991,0.9828312495879727,0.15265682515024848
53,0.9982627676685837,0.004108586939923968,0.9822042767440415,0.16076604225300542
54,0.9982798136015879,0.004062219456533326,0.9827578198243504,0.15186748744314774
55,0.9982950452891842,0.004018829874793887,0.9835720974707279,0.1443049216295
56,0.9983048847936835,0.004001486617109573,0.9835172461337911,0.14650315034448555
57,0.9983170789404558,0.003967364870390889,0.9802408364774177,0.18360738373465008
58,0.9983353786016196,0.003924419382594126,0.984066113998831,0.1411179660086814
59,0.9983445079999256,0.0039030346014493162,0.9826691550551265,0.15476233019605296
60,0.9983573069924954,0.0038693821678973737,0.9838434192603958,0.14325569139553374
61,0.99836740814161,0.0038475054374287757,0.9857717551120112,0.11906705445673652
62,0.9983777879102542,0.0038194242370049665,0.9829709739176474,0.15257558560044907
63,0.9983919865435785,0.003783829608611535,0.9852109139068067,0.12554058883164143
64,0.9984041536154288,0.003751334161594082,0.9856348031083716,0.12030626752811348
65,0.9984138606651619,0.0037295880137590814,0.9856569285489382,0.11983529958675736
66,0.998421838251155,0.00370497146484064,0.9856524028562539,0.12035004419580092
67,0.9984332305555274,0.0036840307850521735,0.9877574838527033,0.09803059590560269
68,0.9984374062252108,0.003672627627899764,0.9862915119942194,0.11350727467182829
69,0.9984553083229957,0.0036276098246082905,0.9854581531106537,0.12477765708458341
70,0.9984615431068682,0.0036126704177539444,0.9868916163224735,0.10802609496941759
71,0.9984741108875661,0.0035802636553117174,0.9861344868556557,0.1167766451014426
72,0.9984769648763444,0.0035762700082809296,0.9848931396201309,0.13187755345535077
73,0.9984814021773711,0.003563299478421353,0.9886990778299144,0.08669582507182165
74,0.9984962974856039,0.003527784545712407,0.9880655136227315,0.09607022051767686
75,0.9985086954640694,0.0034988588144191056,0.9865155930350283,0.11334074632269028
76,0.9985172031611118,0.003473805634892168,0.9878857242347031,0.1000734295922474
77,0.9985218273056453,0.0034619992362172327,0.9879513122381917,0.09947755851184996
78,0.9985321560699142,0.0034431616696474136,0.9882461455982635,0.09447487116447273
79,0.9985387407838834,0.0034245322774693393,0.9874314737728724,0.10472533212067608
80,0.9985446390954882,0.003406698569110851,0.9888816532805194,0.08883463782122501
81,0.9985545227958162,0.0033879866172913963,0.9888875923239556,0.08723556569525882
82,0.9985611923312695,0.003371652336619036,0.9883480067508997,0.09397692235480755
83,0.9985687283173194,0.0033526453418183124,0.9887546632157698,0.09037280686330726
84,0.9985729856099299,0.0033395060679108648,0.9893649875175393,0.08379389822401771
85,0.9985840992682284,0.0033171222394548375,0.9884170603444226,0.09437676756475821
86,0.9985939115916295,0.003298084245413207,0.9886298203648822,0.09147358907208733
87,0.9985937587377676,0.0032920243141397526,0.9889223705525123,0.08945748539514171
88,0.9986037919739523,0.0032694345799261677,0.9897722012347406,0.07879936166001478
89,0.9986086845583757,0.0032608850047853325,0.9890963975609716,0.0869673549381556
90,0.9986176678051902,0.0032404965043575586,0.9892576901983297,0.08590140268314432
91,0.9986246295639943,0.0032217351108394603,0.9898490285029312,0.07679809126243961
92,0.9986302697480693,0.0032073016190518585,0.9892734145035167,0.08366165257097817
93,0.9986269943328191,0.0032118151820424642,0.9866643687102556,0.12030777439953681
94,0.9986415159009502,0.0031824085094777905,0.9888703595607166,0.09147845340452622
95,0.9986501424356654,0.0031644266479375124,0.9893366784434678,0.08394917643742449
96,0.9986531935272225,0.0031534699501543973,0.9909941003147942,0.06663005402760858
97,0.9986583069447976,0.0031415983345326384,0.9892467497929888,0.08588234765902643
98,0.9986639403468701,0.0031233386428368513,0.990474900499109,0.07346046769685016
99,0.9986709530038734,0.003109813152091377,0.9902136766334547,0.0751415846126531
100,0.9986736337927821,0.0031042477541419204,0.9896396117442914,0.08318112658320584
101,0.9986811323650057,0.0030881110349107238,0.9911541289647208,0.06512662338350483
102,0.9986815298354803,0.0030903983168055946,0.9900800407636248,0.07775615637595644
103,0.9986851109717264,0.0030772631757846423,0.9896005933573028,0.08435896388104712
104,0.9986944136893502,0.0030572282965269093,0.9900873524259814,0.07832272328764857
105,0.9986995033234644,0.003041980308141502,0.9894410539406017,0.08541710055249686
106,0.9987012021553806,0.0030392859726990785,0.9899443526146965,0.0805590943338159
107,0.9987117926306248,0.0030156791133860443,0.9899178375196573,0.0798437365898342
108,0.9987134303448859,0.0030137042712919584,0.9893697578533803,0.08595306554527597
109,0.9987172831726668,0.003000709192237983,0.9898658943744312,0.08048726280102271
110,0.9987256108214769,0.0029795003523608405,0.9896613294683834,0.08310503128727728
111,0.9987305816179181,0.0029717033498874255,0.9895178948789736,0.0849928671095551
112,0.9987350527891415,0.0029593773252670607,0.9910351165125084,0.06637080850262561
113,0.998734210161822,0.0029628563590287215,0.990576299599618,0.07277992763084762
114,0.9987429557067465,0.0029404779105625368,0.9903356381817454,0.07487001153137564
115,0.9987456093145569,0.0029359331628856416,0.9913002546288553,0.06441747346584793
116,0.9987499854979285,0.002923883297960717,0.9911175432594866,0.06742120234897529
117,0.9987325420546336,0.0029739483750164607,0.9918810602976786,0.05763661984434719
118,0.9987506955775777,0.0029262593377898344,0.9912941931908446,0.06464043977719934
119,0.998766494537881,0.002890555564031267,0.9911257518848156,0.06685516077123435
120,0.9987658592460682,0.002888099325580663,0.9915777328443857,0.06264709369960672
121,0.9987731335476867,0.002875330156952133,0.9919715598308544,0.057232466463909545
122,0.998773113188407,0.002867922783211086,0.9914454831840254,0.06387258180819635
123,0.9987662430994496,0.0028863246049761,0.9913258320689069,0.06509642927770332
124,0.9987849471723548,0.0028482749102692333,0.9915218621233581,0.06316380361910055
125,0.9987879607837254,0.0028388979013692366,0.9911671487904423,0.06658748597731186
126,0.9987894898399535,0.0028343324445186386,0.990413851831942,0.0765104443676798
127,0.9987904921031375,0.0028298400656430684,0.9913379275780216,0.0646618211360292
128,0.9988002875179842,0.0028125268785729658,0.9914760482759843,0.06333474508556988
129,0.9987993055609917,0.002813092065809999,0.9906710936799662,0.07192000645403407
130,0.9988068551774069,0.0027977742797124197,0.9915981050642952,0.0629714080183351
131,0.9988062164083246,0.002791434172401962,0.9924332306794349,0.05341780068905681
132,0.9988121723868592,0.002782084034314946,0.9915573742415692,0.06219261021137012
133,0.9988146051880619,0.0027761747353952657,0.9915142377589228,0.06225395843509416
134,0.9988219848562524,0.002758694005084098,0.9923248324593837,0.05430569543902008
135,0.9988237753978314,0.002757972249063613,0.9927084393130727,0.05125111808402717
136,0.9988309104494092,0.0027419364725185034,0.9922396334129143,0.05515368778712299
137,0.9988245703918688,0.0027522957425268396,0.9932800850446706,0.04555628236787167
138,0.9988345629094942,0.0027288067530143027,0.9922511446080476,0.05562800859965664
139,0.9988347939355579,0.002729329111025922,0.9923591486490854,0.054778410364220265
140,0.9988452348616733,0.0027090239714859317,0.9925265027244541,0.0534895476330411
141,0.9988456051908657,0.002707372417928955,0.9921020697549308,0.05763459739245622
142,0.9988436379190596,0.0027089795330798565,0.9922817911769414,0.05587538945826861
143,0.9988517719158163,0.0026907072160633557,0.9930198939811199,0.04844508186895985
144,0.9988572726773143,0.002682021483936559,0.9924375932191692,0.05376711298042398
145,0.9988591311185511,0.0026771859265863895,0.9931290668624728,0.04733127868290309
146,0.9988644857683736,0.002662358948781728,0.9925908946268969,0.05283571275557051
147,0.9988689231490324,0.0026566104025463238,0.9928034780896657,0.050136729603311024
148,0.9988516937303427,0.002693796534668982,0.9932398162077116,0.04571966925688607
149,0.9988683795005222,0.0026521084387833346,0.9933834954800942,0.04448544502650655
150,0.9988759562980356,0.0026366159752151484,0.9924392377419771,0.05548832124645362
151,0.9988759052671162,0.0026356138003211568,0.9920108363851888,0.05972302403961283
152,0.9988793572400573,0.0026266817950675327,0.9925606556417575,0.05366147997177535
153,0.9988847187249704,0.002620526830941784,0.9930510843047,0.04951214721267518
154,0.9988707952604504,0.002650891298837122,0.9932751923673431,0.04650354335896224
155,0.9988886498576733,0.002606943233060584,0.9934654873162275,0.04511899107569869
156,0.9988921630013575,0.0025986753142536504,0.9933015580327016,0.04658079201028338
157,0.9988952208881892,0.0025940292224638866,0.9937268607840987,0.04196573211847773
158,0.9988946228243943,0.002593022879014844,0.9937951804746952,0.0415747520221226
159,0.9989020773335093,0.0025749446201963344,0.9940372009342111,0.03944411271848357
160,0.99890176804234,0.0025729026119829224,0.9940198321593045,0.03892722060504502
161,0.9989086652725796,0.0025603239519089837,0.9940153745520861,0.03950770052954093
162,0.9989108772273585,0.0025591867849599063,0.9937203509243261,0.04220629417702665
163,0.9989129803648401,0.0025513370571032985,0.9940787064978711,0.038812358956141144
164,0.9989117061446807,0.0025526722008663108,0.994126844222974,0.03722806754964772
165,0.998917291873655,0.002540083824169779,0.9942318175715504,0.03741946426993541
166,0.9988947519346113,0.002599067690916421,0.9937947727316765,0.04160596814547402
167,0.9989231664814309,0.0025308758409851857,0.993922374304778,0.04008616989864602
168,0.998926795131511,0.0025187571938132002,0.9943871983863867,0.03566149120789126
169,0.9989269684110126,0.002517457935364763,0.9939727002410149,0.03943911048809103
170,0.9989302878097394,0.0025169691942927503,0.9943342630779841,0.036146008584791875
171,0.9989343242957421,0.002505771907384874,0.9946223555787638,0.03442205888542891
172,0.9989337432068617,0.0025032958783295593,0.994511782870848,0.03441380476900502
173,0.9989378238223332,0.0024962614666180325,0.9939763152209138,0.04021699363612546
174,0.9989434062067583,0.0024823973695053884,0.993800195374061,0.04148661892465456
175,0.9989471570921485,0.0024747588107475616,0.9945333103537958,0.03434010226971301
176,0.9989466746541976,0.00247362997473917,0.9946599878491869,0.03353697856511996
177,0.9989501096654962,0.0024655353547716973,0.99424775936534,0.037405955090503325
178,0.9989525151794245,0.002462149917269783,0.9944987767153077,0.03514830884798462
179,0.998954618316906,0.0024567776123935654,0.994897591446588,0.031475371616452676
180,0.9989542073089703,0.002457092800176597,0.9946205615997314,0.03406856985204046
181,0.9989622052940593,0.0024416543025626283,0.9946971443840296,0.03332207905428463
182,0.9989639244852553,0.0024377849566113792,0.9943575980906973,0.03602510831144393
183,0.9989652665785282,0.002432672976924924,0.9941743566899118,0.038254691440918163
184,0.9989686811774591,0.0024262508597769103,0.9945993468719504,0.033345049617517976
185,0.9989725986001646,0.002415738455898126,0.9943912211358481,0.036041443543709806
186,0.9989723404460907,0.0024149084887901775,0.994458779782236,0.03515683883953316
187,0.9989796861777245,0.002399349862902915,0.9944294242358797,0.035666347568408
188,0.9989779398054303,0.002402905707965696,0.9946633447148279,0.0335876377462425
189,0.9989834676683944,0.0023935353069248285,0.9948176246155506,0.03185535290456215
190,0.9989848470958616,0.0023896741589866837,0.994662298162911,0.03381869093432236
191,0.9989897805713805,0.002380095346213014,0.9949454708981689,0.030637296897769173
192,0.9989890601660992,0.0023765340483198087,0.9950229505790791,0.03163927642098084
193,0.9989884554928381,0.002378126079041575,0.9951898561132376,0.02880770149278869
